"id","female","age","cohort","race","latinx","ethnic","educate","childs","marital","sei","occprest","attend","relig","fund","owngun","legalmarij","cappunish","partyaff","polviews","spanking","lifesatis","volunteer","confidence","civliberty","watchtv","pincome","fincome"
199,"female",38,1980,"White","yes","Latinx",16,3,1,52,46,0,6,"liberal","no","yes","yes",2,4,NA,81.66,1,4,10,NA,200,120
200,"female",48,1970,"White","no","White",14,3,1,61.4,46,7,1,"moderate","no",NA,"yes",6,6,2,NA,1,0,10,1,90,120
201,"male",30,1988,"other","no","Other",16,0,4,50,47,0,1,"fundamentalist","no",NA,"yes",5,4,2,NA,1,0,10,1,210,120
202,"male",29,1989,"White","yes","Latinx",13,0,4,43,38,3,6,"liberal","yes",NA,"yes",2,4,1,NA,1,0,10,1,240,120
203,"female",68,1950,"White","no","White",16,2,1,62,45,4,3,"liberal","no","yes","yes",1,2,NA,65.43,3,2,4,NA,0,120
204,"female",64,1954,"White","no","White",13,5,1,39.5,29,2,1,"liberal","yes",NA,"no",3,4,3,NA,1,0,8,6,0,120
205,"male",43,1975,"other","no","Other",16,2,1,67.7,39,8,1,"moderate","no","no","yes",4,2,NA,67.74,4,9,8,NA,0,120
206,"female",69,1949,"White","no","White",12,1,2,35.8,32,0,5,"none","no","yes","yes",4,4,2,NA,1,1,0,4,0,120
207,"male",47,1971,"White","no","White",12,3,1,43,38,0,6,"liberal","yes",NA,"yes",5,6,1,NA,1,0,5,0,190,120
208,"male",57,1961,"White","yes","Latinx",12,2,1,38.1,39,5,1,"moderate","no","no","yes",4,7,1,82.9,4,2,0,6,0,120
209,"male",50,1968,"White","no","White",16,0,1,70.4,55,2,2,"moderate","no","yes","no",2,2,NA,68.04,3,1,12,NA,0,120
210,"female",25,1993,"other","yes","Latinx",12,0,4,17.1,24,2,2,"moderate","no","no","yes",4,4,2,NA,1,7,0,7,60,100
211,"male",75,1943,"White","no","White",14,2,3,58.2,38,5,5,"none","yes","yes","no",1,1,NA,78.25,5,2,11,NA,0,100
212,"male",46,1972,"White","no","White",14,2,1,46.5,50,2,2,"moderate","no","no","yes",7,6,4,92.96,3,3,0,1,230,130
213,"female",77,1941,"White","no","White",10,2,3,39.2,38,0,2,"moderate","no",NA,"yes",3,4,2,NA,1,1,10,9,0,110
214,"female",18,2000,"AfricanAmerican","no","AfricanAmerican",11,0,4,34.2,37,0,6,"liberal","no","yes","no",1,4,3,NA,1,6,0,0,0,90
215,"female",62,1956,"White","no","White",12,1,1,58.4,45,7,1,"moderate","yes","no","yes",7,6,NA,70.63,1,0,2,NA,0,120
216,"female",30,1988,"White","yes","Latinx",15,2,1,37.2,55,2,2,"moderate","no",NA,"no",2,4,3,NA,1,0,4,2,120,120
217,"female",70,1948,"other","yes","Latinx",7,1,2,32.7,32,7,2,"moderate","no","yes","no",1,4,NA,68.46,1,4,0,NA,0,110
218,"male",50,1968,"White","yes","Latinx",3,1,1,53.9,49,0,6,"liberal","no","no","no",4,3,2,NA,1,5,0,0,50,30
219,"female",44,1974,"other","yes","Latinx",12,5,3,20.1,48,4,2,"moderate","no",NA,"yes",3,6,3,NA,1,3,7,3,0,90
220,"female",33,1985,"White","yes","Latinx",12,1,1,65.3,47,6,1,"moderate","no","no","no",4,2,NA,90.98,4,2,10,NA,170,120
221,"female",34,1984,"White","no","White",19,2,1,88.3,59,7,1,"none","yes","yes","yes",7,6,NA,78.34,4,0,11,NA,210,120
222,"female",46,1972,"White","no","White",16,2,1,38.8,47,0,6,"liberal","no","yes","no",1,1,NA,70.73,3,1,12,NA,0,110
223,"male",51,1967,"White","yes","Latinx",12,3,1,49.3,17,5,1,"moderate","no",NA,"yes",2,4,3,NA,1,3,10,2,0,120
224,"male",28,1990,"AfricanAmerican","no","AfricanAmerican",14,0,4,39.2,45,3,1,"moderate","no","yes","no",1,6,NA,80.88,3,4,9,NA,170,120
225,"male",74,1944,"other","yes","Latinx",16,5,3,38.9,41,1,2,"moderate","yes",NA,"yes",3,4,1,NA,1,0,10,3,80,120
226,"female",29,1989,"White","no","White",15,2,4,13.6,33,2,1,"moderate","no","yes","no",4,4,1,NA,1,4,0,2,90,120
227,"male",49,1969,"other","yes","Latinx",11,8,1,23.7,35,0,2,"moderate","no",NA,"yes",3,2,4,NA,1,1,2,2,120,120
228,"female",28,1990,"White","no","White",17,0,4,13.6,21,3,1,"liberal","yes","yes","no",3,3,NA,67.42,1,2,7,NA,170,120
229,"female",48,1970,"White","yes","Latinx",12,4,3,39.7,31,2,2,"moderate","no","no","yes",5,5,1,62.62,2,2,0,6,0,120
230,"female",24,1994,"White","yes","Latinx",12,1,4,14,21,0,1,"moderate","no","yes","no",3,4,3,NA,1,1,0,3,0,120
231,"female",51,1967,"other","no","Other",15,1,3,41,39,0,1,"moderate","no","yes","no",5,4,NA,79.64,2,2,4,NA,80,120
232,"female",42,1976,"White","no","White",16,2,3,76.3,60,5,1,"fundamentalist","no","no","yes",7,6,2,NA,1,6,0,1,200,120
233,"male",44,1974,"AfricanAmerican","no","AfricanAmerican",17,3,1,57.4,50,7,2,"moderate","no","no","yes",4,4,NA,81.33,3,6,10,NA,150,120
234,"female",33,1985,"White","no","White",12,0,1,39.7,31,0,1,"fundamentalist","yes",NA,"yes",5,1,1,NA,1,0,9,6,0,120
235,"male",29,1989,"White","no","White",12,0,1,37.2,55,0,6,"liberal","yes","no","yes",6,5,NA,71.17,5,0,12,NA,170,120
236,"female",48,1970,"White","no","White",17,0,1,62.1,49,0,6,"liberal","no","yes","no",3,2,3,NA,1,5,0,2,210,130
237,"female",62,1956,"White","yes","Latinx",10,4,2,23.3,25,7,1,"moderate","no",NA,"yes",7,4,3,NA,1,0,0,2,160,120
238,"female",88,1930,"White","no","White",12,4,2,26.1,48,7,1,"moderate","no","no","yes",7,6,NA,70.85,1,1,9,NA,0,100
239,"male",65,1953,"White","no","White",18,4,1,80.9,61,5,2,"moderate","no","yes","yes",5,5,3,77.5,1,7,0,4,210,120
240,"female",28,1990,"White","yes","Latinx",13,0,1,25.7,38,0,6,"liberal","yes",NA,"yes",4,3,3,NA,1,0,11,2,0,120
241,"female",58,1960,"White","no","White",14,3,1,54.49,49,7,1,"fundamentalist","no","no","yes",6,4,NA,89.87,5,3,9,NA,170,120
242,"male",26,1992,"White","yes","Latinx",13,2,4,37.6,36,2,6,"liberal","no","yes","yes",4,4,NA,81.34,1,1,11,NA,180,120
243,"female",61,1957,"White","no","White",13,3,1,20.8,39,5,2,"moderate","no","yes","yes",7,7,2,70.23,2,7,0,3,150,120
244,"female",30,1988,"White","yes","Latinx",13,3,1,35.8,32,0,2,"moderate","yes",NA,"no",4,3,1,NA,1,1,12,2,170,120
245,"female",22,1996,"White","no","White",14,0,4,17.5,22,2,6,"liberal","no","yes","yes",1,2,4,NA,1,6,0,3,0,60
246,"female",24,1994,"other","yes","Latinx",12,0,4,27,38,4,2,"moderate","no",NA,"no",1,4,2,NA,1,3,1,1,70,100
247,"male",29,1989,"other","yes","Latinx",12,2,4,20.7,24,3,2,"moderate","yes","yes","yes",4,4,NA,85.66,1,1,6,NA,180,120
248,"male",70,1948,"White","no","White",13,1,2,37.6,31,3,1,"fundamentalist","no","no","yes",5,4,NA,80.15,3,4,12,NA,0,120
249,"male",34,1984,"White","no","White",16,0,4,62,45,1,6,"liberal","no","yes","no",5,4,NA,81.63,2,1,9,NA,130,110
250,"male",66,1952,"White","no","White",12,0,1,91.1,69,2,3,"liberal","no",NA,"yes",5,5,NA,NA,1,0,12,3,0,110
251,"female",84,1934,"White","no","White",12,2,3,84.2,64,5,6,"liberal","no","yes","yes",5,5,NA,58.54,1,0,12,NA,0,90
252,"male",37,1981,"White","no","White",16,2,1,32,35,0,6,"liberal","no","yes","no",3,3,4,80.35,3,3,0,1,260,130
253,"female",61,1957,"White","no","White",14,3,3,56.9,49,7,1,"liberal","no","yes","no",4,2,3,50.23,1,1,0,10,60,100
254,"female",58,1960,"AfricanAmerican","no","AfricanAmerican",12,7,4,24.2,48,6,1,"fundamentalist","no","no","no",1,6,2,NA,1,6,0,7,0,90
255,"male",88,1930,"AfricanAmerican","no","AfricanAmerican",10,6,3,20.7,24,0,1,"fundamentalist","no",NA,"yes",2,3,1,NA,1,1,2,8,0,90
256,"female",80,1938,"other","yes","Latinx",1,8,3,48.43,44,8,1,"fundamentalist","no",NA,"yes",4,1,1,NA,1,0,9,1,0,90
257,"male",36,1982,"other","yes","Latinx",12,1,4,46.5,50,0,6,"liberal","no","yes","no",5,4,NA,70.69,1,3,11,NA,160,120
258,"female",33,1985,"White","yes","Latinx",16,0,4,36.9,48,0,6,"liberal","no",NA,"no",1,2,2,NA,1,2,11,0,0,120
259,"male",81,1937,"White","no","White",16,7,2,57.4,50,7,2,"moderate","no",NA,"no",5,4,3,NA,1,1,5,2,0,120
260,"male",31,1987,"other","yes","Latinx",12,3,1,36.4,44,4,2,"moderate","no","yes","yes",2,5,3,NA,1,2,0,2,200,120
261,"female",69,1949,"White","no","White",16,3,1,77.2,55,5,2,"moderate","no",NA,"no",1,2,3,NA,1,0,12,1,0,120
262,"male",26,1992,"White","no","White",16,0,4,43,38,0,1,"liberal","yes","yes","no",1,2,NA,59.65,3,1,12,NA,100,120
263,"male",45,1973,"White","no","White",16,0,1,62,45,3,1,"moderate","no","yes","no",4,4,3,NA,1,10,0,1,200,120
264,"female",54,1964,"White","no","White",16,1,1,57.8,47,4,1,"fundamentalist","no","yes","no",4,6,2,69.07,2,0,0,3,0,120
265,"female",61,1957,"White","no","White",16,2,1,37.6,31,5,2,"moderate","yes",NA,"yes",5,5,3,NA,1,0,12,2,160,120
266,"male",19,1999,"White","no","White",13,0,4,44.2,44,7,5,"none","no","yes","no",2,2,3,NA,1,2,0,1,0,120
267,"male",58,1960,"White","no","White",16,2,3,52,46,2,6,"liberal","no","yes","no",3,2,NA,69.41,2,1,12,NA,210,120
268,"female",50,1968,"White","no","White",14,1,3,59.8,46,1,2,"moderate","no","yes","no",3,4,3,66.67,1,0,0,0,210,120
269,"male",36,1982,"AfricanAmerican","no","AfricanAmerican",16,0,4,33.4,40,3,2,"moderate","no","yes","no",1,3,NA,69.1,3,0,12,NA,200,120
270,"female",27,1991,"White","yes","Latinx",12,1,4,12.6,25,3,2,"moderate","no",NA,"yes",2,2,1,NA,1,0,6,1,170,120
271,"male",51,1967,"other","yes","Latinx",12,0,4,25.1,44,2,2,"moderate","no","no","no",3,4,NA,71.21,1,5,11,NA,180,120
272,"male",48,1970,"White","yes","Latinx",18,2,1,49.4,40,8,2,"moderate","no",NA,"no",2,5,2,NA,1,5,8,1,0,90
273,"female",29,1989,"White","yes","Latinx",14,2,4,58.6,55,7,2,"moderate","no","yes","no",2,3,NA,70.51,2,6,5,NA,120,120
274,"female",65,1953,"White","no","White",19,3,3,26.1,48,6,1,"moderate","no",NA,"no",1,1,4,NA,1,2,12,2,100,120
275,"female",67,1951,"White","no","White",16,0,4,70.4,55,7,1,"moderate","no","no","no",1,2,NA,77.6,3,5,12,NA,190,120
276,"male",53,1965,"White","no","White",16,1,1,77.4,72,0,6,"liberal","no","yes","yes",2,3,3,69.17,2,3,0,1,220,120
277,"male",45,1973,"White","no","White",18,2,1,77.4,72,1,6,"liberal","no","yes","yes",1,2,NA,79.62,1,6,12,NA,260,130
278,"female",36,1982,"White","no","White",15,1,3,20.1,48,0,6,"liberal","no","yes","yes",2,2,NA,69.53,1,2,12,NA,100,120
279,"male",60,1958,"White","no","White",12,1,1,46,49,0,6,"liberal","no","yes","yes",4,7,NA,76.86,1,1,12,NA,220,120
280,"female",63,1955,"AfricanAmerican","no","AfricanAmerican",16,3,1,53.8,57,8,1,"moderate","no","yes","no",2,4,1,NA,1,1,0,2,190,130
281,"female",52,1966,"White","no","White",12,1,3,68.6,53,2,1,"moderate","no",NA,"yes",6,4,2,NA,1,2,12,2,200,120
282,"male",34,1984,"White","no","White",13,3,1,39.7,31,2,6,"liberal","no","yes","no",3,2,NA,72.62,2,1,12,NA,170,120
283,"male",58,1960,"White","no","White",14,0,1,20.7,24,2,2,"moderate","no","yes","yes",6,5,2,68.97,1,0,0,3,170,120
284,"male",63,1955,"White","no","White",12,1,1,85.2,65,2,1,"liberal","no",NA,"yes",6,5,2,NA,1,0,12,3,230,120
285,"female",71,1947,"White","no","White",16,0,3,77.4,72,1,6,"liberal","no","yes","yes",2,2,NA,82.75,2,4,11,NA,0,120
286,"female",67,1951,"White","no","White",12,2,1,37.9,49,3,2,"moderate","no","yes","no",2,4,3,81.16,3,3,0,3,0,120
287,"female",65,1953,"White","no","White",18,3,3,73.9,53,7,1,"moderate","no","yes","yes",6,4,NA,70,5,7,10,NA,240,120
288,"female",39,1979,"White","no","White",15,1,4,52,46,0,6,"liberal","no",NA,"yes",6,3,2,NA,1,2,9,2,180,120
289,"female",46,1972,"White","no","White",12,3,3,25,35,3,1,"moderate","no","no","no",4,4,NA,88.86,1,2,0,1,0,120
290,"female",83,1935,"White","no","White",12,4,2,38.8,47,4,2,"moderate","no",NA,"no",1,3,4,NA,1,1,12,6,0,110
291,"male",59,1959,"White","no","White",17,1,3,59.1,53,7,1,"liberal","yes","yes","yes",6,7,NA,77.05,4,2,11,NA,230,120
292,"female",63,1955,"White","no","White",19,1,1,59.1,38,0,2,"moderate","no","yes","no",4,4,NA,89.45,3,4,11,NA,100,120
293,"female",38,1980,"White","no","White",12,2,4,38.8,47,0,6,"liberal","no","yes","yes",2,4,2,NA,1,3,0,1,180,120
294,"male",50,1968,"White","no","White",12,2,3,43,38,0,2,"moderate","yes",NA,"yes",6,5,2,NA,1,1,12,2,180,120
295,"female",18,2000,"White","yes","Latinx",11,0,4,41.39,41,0,6,"liberal","no","no","no",4,4,NA,68.28,1,8,8,NA,0,20
296,"female",45,1973,"White","no","White",16,3,1,62.1,45,0,6,"liberal","yes",NA,"yes",3,2,2,NA,1,0,10,3,190,120
297,"female",18,2000,"White","no","White",11,0,4,40.05,40,3,2,"moderate","no","yes","yes",6,5,3,NA,1,0,0,1,0,120
298,"male",39,1979,"AfricanAmerican","no","AfricanAmerican",20,0,4,38.57,41,7,1,"fundamentalist","yes",NA,"yes",1,3,1,NA,1,2,12,6,0,100
299,"female",31,1987,"White","no","White",20,0,4,71.7,61,2,2,"moderate","no",NA,"no",2,4,3,NA,1,3,8,4,200,120
300,"female",44,1974,"AfricanAmerican","no","AfricanAmerican",16,1,4,62.1,49,7,1,"moderate","no","yes","no",4,4,NA,71.09,3,3,12,NA,210,120
301,"female",46,1972,"AfricanAmerican","no","AfricanAmerican",16,1,1,77.3,52,8,1,"fundamentalist","no","no","no",1,3,3,NA,1,4,0,2,200,120
302,"female",56,1962,"White","no","White",13,2,1,57,52,3,1,"fundamentalist","yes","no","yes",7,7,NA,89.9,1,6,4,NA,160,120
303,"male",37,1981,"White","no","White",12,2,1,45.4,49,3,1,"moderate","no",NA,"no",2,4,2,NA,1,0,11,1,210,130
304,"female",52,1966,"White","no","White",20,1,3,80.7,65,1,1,"moderate","no","yes","no",3,2,3,81.02,3,3,0,2,230,120
305,"male",69,1949,"White","no","White",14,3,1,39.7,31,3,1,"liberal","yes","yes","yes",5,4,NA,76.61,1,2,4,NA,40,120
306,"male",34,1984,"other","yes","Latinx",12,2,3,84,73,3,6,"liberal","no",NA,"yes",4,2,3,NA,1,0,11,1,190,120
307,"male",25,1993,"White","no","White",17,0,4,84.5,74,7,1,"liberal","yes","no","yes",5,6,NA,81.4,3,0,6,NA,160,120
308,"male",33,1985,"other","yes","Latinx",8,0,4,37.6,36,0,6,"liberal","no","no","no",4,4,NA,87.05,1,0,11,NA,90,100
309,"female",45,1973,"White","no","White",12,2,3,37.2,55,0,1,"liberal","no","yes","yes",6,4,2,NA,1,5,0,2,140,110
310,"male",57,1961,"White","no","White",16,3,1,66.4,66,4,1,"liberal","no","yes","no",5,3,NA,71.62,4,4,10,NA,260,130
311,"male",77,1941,"White","no","White",14,3,3,57.3,43,7,1,"liberal","yes",NA,"yes",4,5,3,NA,1,5,12,4,0,120
312,"male",29,1989,"other","no","Other",16,3,4,87.9,60,4,1,"liberal","no",NA,"yes",3,4,3,NA,1,2,11,0,220,120
313,"male",58,1960,"White","no","White",18,0,2,89.3,75,3,3,"liberal","no","yes","no",1,1,NA,79.67,2,5,12,NA,260,130
314,"male",42,1976,"White","no","White",20,2,1,57.4,50,0,6,"liberal","yes","yes","no",3,3,NA,84.1,1,2,10,NA,230,120
315,"male",65,1953,"White","no","White",13,0,3,44.9,33,0,6,"liberal","no",NA,"yes",2,4,NA,NA,1,2,12,1,190,120
316,"female",25,1993,"AfricanAmerican","no","AfricanAmerican",16,0,4,25.7,38,7,1,"moderate","no","yes","no",5,5,NA,36.7,1,1,7,NA,160,120
317,"male",76,1942,"White","no","White",19,8,1,67.7,39,8,3,"liberal","no",NA,"yes",5,6,2,NA,1,2,9,0,0,120
318,"female",73,1945,"AfricanAmerican","no","AfricanAmerican",12,5,2,13.6,33,5,1,"fundamentalist","no","no","yes",2,5,2,65.89,1,0,0,4,0,120
319,"female",34,1984,"White","no","White",20,5,1,71.7,61,4,3,"liberal","no","no","yes",6,6,2,NA,1,3,0,0,210,120
320,"male",51,1967,"AfricanAmerican","no","AfricanAmerican",12,2,1,57.3,43,7,1,"moderate","no",NA,"no",1,6,1,NA,1,0,10,7,200,120
321,"female",78,1940,"White","no","White",14,3,1,28.6,48,0,2,"moderate","yes","no","yes",7,6,NA,57.78,3,6,11,NA,0,110
322,"male",53,1965,"AfricanAmerican","no","AfricanAmerican",12,3,1,28.5,26,3,1,"fundamentalist","no",NA,"no",3,2,3,NA,1,0,2,7,80,120
323,"male",83,1935,"AfricanAmerican","no","AfricanAmerican",11,7,1,14,27,0,1,"liberal","no",NA,"no",2,4,3,NA,1,2,4,2,60,120
324,"female",58,1960,"AfricanAmerican","no","AfricanAmerican",7,1,4,37.53,39,0,1,"fundamentalist","no","no","yes",2,6,NA,69.79,1,6,3,NA,0,90
325,"male",73,1945,"AfricanAmerican","no","AfricanAmerican",12,4,2,25.2,28,4,2,"moderate","no","no","yes",7,4,3,NA,1,3,0,7,0,100
326,"female",83,1935,"White","yes","Latinx",10,4,2,13.2,32,7,2,"moderate","no","no","yes",6,7,4,NA,1,10,0,2,0,20
327,"male",86,1932,"AfricanAmerican","no","AfricanAmerican",12,8,3,41.6,40,0,1,"liberal","no",NA,"no",3,4,2,NA,1,0,8,9,0,110
328,"female",70,1948,"other","no","Other",14,0,2,65.3,60,3,1,"fundamentalist","no","yes","no",1,4,NA,73.9,1,0,2,NA,0,110
329,"female",31,1987,"AfricanAmerican","no","AfricanAmerican",17,0,4,80.9,61,0,6,"liberal","no","no","no",2,2,3,NA,1,1,0,1,0,120
330,"female",24,1994,"AfricanAmerican","no","AfricanAmerican",16,0,4,38.8,47,7,1,"moderate","no","yes","no",2,3,NA,80.46,3,1,12,NA,40,120
331,"male",42,1976,"White","no","White",14,0,4,24.2,48,7,1,"liberal","no","yes","no",1,2,3,51.07,4,7,0,2,120,120
332,"female",34,1984,"White","no","White",16,0,1,91.1,75,2,2,"moderate","no","yes","no",2,2,NA,81.79,2,6,7,NA,230,130
333,"female",70,1948,"White","yes","Latinx",19,3,3,32.6,50,2,2,"moderate","no","no","no",4,4,1,NA,1,0,0,2,0,100
334,"female",37,1981,"White","no","White",12,2,4,47.66,44,0,1,"moderate","no","yes","yes",5,1,3,70.95,1,2,0,5,170,120
335,"male",70,1948,"White","no","White",18,2,1,92,66,6,1,"liberal","yes",NA,"yes",7,7,1,NA,1,0,12,1,200,120
336,"male",71,1947,"White","no","White",12,2,1,77.4,72,7,1,"liberal","yes",NA,"yes",6,4,2,NA,1,0,11,3,0,120
337,"female",26,1992,"White","no","White",16,0,4,45.3,17,2,1,"liberal","no","no","yes",6,5,2,49.06,3,3,0,1,170,120
338,"male",54,1964,"White","no","White",16,4,1,77.4,72,3,3,"liberal","no","no","no",1,3,NA,77.22,3,8,12,NA,260,130
339,"female",40,1978,"White","no","White",16,2,1,91.1,69,7,1,"liberal","no","yes","no",3,3,NA,75.93,3,4,11,NA,240,130
340,"female",56,1962,"White","no","White",16,0,3,56.9,49,0,2,"moderate","no","yes","yes",5,6,3,71.38,3,6,0,2,260,120
341,"male",60,1958,"White","no","White",20,3,2,56.8,44,7,2,"moderate","no","no","yes",6,6,NA,61.81,1,4,12,NA,240,120
342,"male",72,1946,"White","no","White",16,0,1,72.5,54,0,6,"liberal","no",NA,"no",4,4,NA,NA,1,0,12,4,30,110
343,"female",35,1983,"AfricanAmerican","yes","Latinx",16,2,1,77,55,7,1,"fundamentalist","no","no","no",4,5,NA,76.8,4,6,1,NA,240,130
344,"male",55,1963,"White","no","White",18,4,1,67.7,39,7,2,"moderate","no","no","no",7,6,1,78.39,4,8,0,0,260,130
345,"female",28,1990,"AfricanAmerican","no","AfricanAmerican",14,3,1,46.6,69,6,1,"fundamentalist","no",NA,"yes",1,2,1,NA,1,4,0,3,150,120
346,"female",77,1941,"White","no","White",13,5,3,31.6,35,0,2,"moderate","no","yes","yes",1,4,NA,91.16,1,2,11,NA,0,80
347,"female",30,1988,"AfricanAmerican","no","AfricanAmerican",12,2,4,28.7,51,3,1,"fundamentalist","no","no","no",1,4,2,NA,1,5,0,2,170,110
348,"female",67,1951,"White","no","White",12,3,2,38.8,47,7,1,"liberal","no",NA,"yes",3,4,1,NA,1,1,2,6,0,100
349,"female",53,1965,"AfricanAmerican","no","AfricanAmerican",12,0,4,20.8,39,2,1,"moderate","no",NA,"yes",2,4,1,NA,1,0,11,7,0,100
350,"female",37,1981,"AfricanAmerican","no","AfricanAmerican",15,4,1,44.6,36,8,1,"moderate","no","yes","yes",2,5,NA,49.42,5,2,11,NA,10,120
351,"female",51,1967,"AfricanAmerican","no","AfricanAmerican",14,1,1,67.7,39,4,6,"liberal","no","no","no",3,4,2,NA,1,0,0,2,260,130
352,"female",35,1983,"AfricanAmerican","no","AfricanAmerican",12,8,1,20.1,48,0,1,"moderate","no",NA,"yes",4,4,2,NA,1,0,7,2,90,110
353,"female",60,1958,"White","no","White",20,2,1,73.9,53,6,1,"fundamentalist","yes","no","yes",5,4,NA,68.33,3,2,12,NA,0,110
354,"male",68,1950,"other","no","Other",16,1,1,87.9,60,2,6,"liberal","no",NA,"yes",2,4,3,NA,1,1,3,5,230,120
355,"male",43,1975,"White","no","White",20,2,1,80.7,65,7,6,"liberal","no",NA,"no",1,2,4,NA,1,2,12,1,230,130
356,"female",36,1982,"other","yes","Latinx",12,6,1,28.7,51,4,2,"moderate","no","no","no",1,4,NA,87.44,1,3,7,NA,0,120
357,"female",34,1984,"AfricanAmerican","no","AfricanAmerican",9,2,4,21.8,35,2,1,"moderate","no","yes","yes",1,6,NA,30.35,1,1,11,NA,80,90
358,"male",39,1979,"AfricanAmerican","no","AfricanAmerican",18,3,1,55.1,43,7,1,"moderate","no","no","no",4,6,3,82.36,3,4,0,1,220,120
359,"male",52,1966,"White","no","White",14,1,4,77.4,72,2,1,"liberal","yes",NA,"no",7,5,1,NA,1,3,9,3,210,120
360,"male",70,1948,"White","no","White",12,0,3,39.7,31,3,1,"fundamentalist","yes","no","yes",5,6,NA,70.64,1,6,7,NA,190,120
361,"male",60,1958,"White","no","White",12,4,1,53.6,56,7,1,"moderate","no","no","yes",7,7,2,92.69,3,3,0,2,0,110
362,"female",61,1957,"White","no","White",13,2,1,76.3,60,0,1,"moderate","yes",NA,"yes",4,4,NA,NA,1,1,5,3,0,120
363,"female",32,1986,"White","no","White",14,2,1,18.6,37,7,1,"moderate","no","yes","no",6,4,2,NA,1,1,0,1,0,120
364,"female",40,1978,"White","no","White",16,3,3,52,46,0,2,"moderate","no",NA,"yes",6,5,4,NA,1,4,12,1,160,120
365,"male",44,1974,"White","yes","Latinx",17,2,3,38.8,45,4,1,"liberal","yes","yes","yes",7,5,NA,56.71,4,2,12,NA,210,120
366,"female",67,1951,"AfricanAmerican","no","AfricanAmerican",6,1,3,33.2,37,7,1,"fundamentalist","no","no","no",1,4,NA,69.41,4,5,12,NA,0,100
367,"female",70,1948,"White","no","White",16,0,4,84.5,74,2,1,"liberal","no",NA,"no",1,2,2,NA,1,0,12,0,240,120
368,"female",27,1991,"White","no","White",16,0,4,80.7,65,0,2,"moderate","no","yes","yes",3,3,NA,80.38,2,3,8,NA,210,120
369,"female",30,1988,"White","no","White",18,0,1,92.2,72,1,6,"liberal","no","yes","yes",3,5,4,NA,1,7,0,0,220,130
370,"male",61,1957,"White","no","White",16,2,1,77.4,72,2,1,"liberal","no",NA,"no",5,4,2,NA,1,0,12,8,260,130
371,"male",30,1988,"White","no","White",16,0,4,77.4,72,4,2,"moderate","no",NA,"yes",6,5,2,NA,1,0,12,1,260,120
372,"male",38,1980,"White","no","White",16,0,1,89.1,62,3,6,"liberal","no","yes","no",1,2,NA,68.83,3,3,12,NA,220,130
373,"female",27,1991,"White","no","White",16,0,4,59.1,53,0,2,"moderate","no",NA,"no",1,2,3,NA,1,0,12,1,210,120
374,"female",67,1951,"White","no","White",15,4,1,63.7,51,2,2,"moderate","no","yes","yes",2,5,3,NA,1,3,0,5,0,110
375,"male",45,1973,"White","no","White",16,2,3,44.6,36,0,6,"liberal","yes",NA,"yes",6,5,2,NA,1,1,12,3,160,120
376,"female",68,1950,"White","no","White",14,0,1,59.1,53,1,2,"moderate","yes","yes","yes",3,4,NA,70.23,1,0,8,NA,190,120
377,"female",18,2000,"White","no","White",14,0,4,24.2,48,2,2,"moderate","no","yes","no",3,2,3,NA,1,5,0,1,50,120
378,"female",77,1941,"White","no","White",14,2,2,79.3,63,7,2,"moderate","yes",NA,"no",4,4,NA,NA,1,0,12,2,0,110
379,"female",78,1940,"White","no","White",16,3,2,25.7,38,3,1,"liberal","yes",NA,"no",5,5,4,NA,1,3,12,2,0,120
380,"female",61,1957,"White","no","White",16,2,1,71.4,62,3,6,"liberal","no","yes","no",1,2,3,NA,1,3,0,2,0,120
381,"male",72,1946,"White","no","White",12,2,1,70.4,55,2,1,"liberal","no","yes","yes",4,4,3,NA,1,1,0,3,10,120
382,"female",89,1929,"White","no","White",12,5,2,47.45,46,0,2,"moderate","no","no","no",6,4,NA,80.85,2,6,4,NA,10,100
383,"female",75,1943,"White","no","White",19,3,2,80.9,61,6,1,"liberal","no",NA,"yes",3,2,4,NA,1,4,10,2,0,120
384,"male",48,1970,"other","no","Other",15,1,1,88,63,0,6,"liberal","no","no","yes",2,2,NA,52.18,3,6,6,NA,170,120
385,"female",48,1970,"White","no","White",16,3,1,91.1,69,5,2,"moderate","no",NA,"no",1,2,4,NA,1,1,12,1,220,130
386,"female",41,1977,"White","no","White",16,0,4,45.3,17,2,3,"liberal","no",NA,"no",1,1,4,NA,1,0,12,4,190,120
387,"female",30,1988,"White","no","White",16,0,4,80.7,65,3,1,"fundamentalist","no","yes","no",4,4,3,61.48,5,6,0,1,200,120
388,"female",29,1989,"White","no","White",20,0,4,84.5,74,3,1,"liberal","no",NA,"yes",4,4,3,NA,1,1,12,0,170,120
389,"male",38,1980,"AfricanAmerican","no","AfricanAmerican",14,0,1,28.7,44,6,2,"moderate","no","no","no",1,3,NA,86.98,1,1,10,NA,130,110
